Orthogroup	adv	ath	aza	azd	azi	bced	bvi	cyq	cza	dor	eba	lcm	magx	parb	rrz	shd	sscu	tmz	Total
OG0012688	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3
OG0012689	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3
OG0012690	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	3
OG0012691	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3
OG0012692	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	3
OG0012693	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	3
OG0012694	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	3
OG0012695	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3
OG0012696	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3
OG0012697	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	3
OG0012698	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	3
OG0012699	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3
OG0012700	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3
OG0012701	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3
OG0012702	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3
OG0012703	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3
OG0012704	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	3
OG0012705	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3
OG0012706	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3
OG0012707	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3
OG0012708	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	3
OG0012709	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	3
OG0012710	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	3
OG0012711	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	3
OG0012712	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	3
OG0012713	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	3
OG0012714	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	3
OG0012715	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	3
OG0012716	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	3
OG0012717	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	3
OG0012718	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	3
OG0012719	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	3
OG0012720	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	3
OG0012721	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	3
OG0012722	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	3
OG0012723	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	3
OG0012724	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	3
OG0012725	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	3
OG0012726	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	3
OG0012727	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	3
OG0012728	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	3
OG0012729	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	3
OG0012730	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	3
OG0012731	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	3
OG0012732	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	3
OG0012733	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	3
OG0012734	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	3
OG0012735	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	3
OG0012736	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	3
OG0012737	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	3
OG0012738	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	3
OG0012739	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	3
OG0012740	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	3
OG0012741	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	3
OG0012742	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	3
OG0012743	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	3
OG0012744	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	3
OG0012745	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	3
OG0012746	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	3
OG0012747	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	3
OG0012748	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012749	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	3
OG0012750	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	3
OG0012751	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012752	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	3
OG0012753	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	3
OG0012754	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012755	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012756	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012757	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012758	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012759	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	3
OG0012760	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012761	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	3
OG0012762	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	3
OG0012763	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012764	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012765	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012766	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	3
OG0012767	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012768	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
OG0012769	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	3
OG0012770	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012771	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012772	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	3
OG0012773	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	3
OG0012774	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	3
OG0012775	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	3
OG0012776	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	3
OG0012777	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012778	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	3
OG0012779	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	3
OG0012780	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012781	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	3
OG0012782	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	3
OG0012783	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	3
OG0012784	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012785	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	3
OG0012786	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012787	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	3
OG0012788	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012789	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012790	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
OG0012791	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	3
OG0012792	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	3
OG0012793	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	3
OG0012794	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	3
OG0012795	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	3
OG0012796	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012797	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012798	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	3
OG0012799	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012800	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	3
OG0012801	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	3
OG0012802	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012803	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012804	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012805	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012806	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012807	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
OG0012808	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012809	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012810	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012811	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	3
OG0012812	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012813	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012814	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012815	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	3
OG0012816	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012817	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012818	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012819	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012820	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012821	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012822	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012823	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012824	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	3
OG0012825	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012826	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012827	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	3
OG0012828	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012829	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012830	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	3
OG0012831	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	3
OG0012832	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012833	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012834	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	3
OG0012835	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012836	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	3
OG0012837	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012838	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012839	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012840	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012841	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	3
OG0012842	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012843	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012844	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012845	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	3
OG0012846	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	3
OG0012847	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	3
OG0012848	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	3
OG0012849	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012850	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012851	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	3
OG0012852	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012853	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012854	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012855	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012856	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012857	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	3
OG0012858	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	3
OG0012859	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	3
OG0012860	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	3
OG0012861	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012862	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012863	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	3
OG0012864	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	3
OG0012865	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012866	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012867	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012868	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	3
OG0012869	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012870	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012871	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	3
OG0012872	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	3
OG0012873	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012874	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	3
OG0012875	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012876	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	3
OG0012877	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012878	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012879	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	3
OG0012880	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012881	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012882	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	3
OG0012883	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	3
OG0012884	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012885	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	3
OG0012886	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012887	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012888	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012889	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012890	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012891	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012892	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012893	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	3
OG0012894	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012895	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012896	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012897	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012898	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012899	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012900	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	3
OG0012901	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012902	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012903	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012904	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	3
OG0012905	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012906	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012907	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	3
OG0012908	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012909	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012910	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012911	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012912	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012913	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012914	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	3
OG0012915	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012916	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	3
OG0012917	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	3
OG0012918	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012919	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	3
OG0012920	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012921	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012922	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	3
OG0012923	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012924	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	3
OG0012925	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012926	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012927	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012928	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	3
OG0012929	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012930	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012931	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012932	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	3
OG0012933	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	3
OG0012934	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	3
OG0012935	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012936	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012937	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012938	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	3
OG0012939	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012940	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012941	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012942	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012943	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012944	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012945	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	3
OG0012946	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012947	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012948	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012949	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012950	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012951	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012952	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012953	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012954	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012955	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012956	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012957	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012958	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012959	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	3
OG0012960	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012961	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012962	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012963	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012964	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012965	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	3
OG0012966	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	3
OG0012967	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012968	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012969	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012970	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	3
OG0012971	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	3
OG0012972	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012973	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012974	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012975	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	3
OG0012976	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012977	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012978	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	3
OG0012979	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012980	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012981	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012982	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012983	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	3
OG0012984	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012985	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012986	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012987	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012988	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012989	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012990	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	3
OG0012991	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012992	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012993	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	3
OG0012994	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012995	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012996	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012997	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012998	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0012999	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	3
OG0013000	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0013001	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	3
OG0013002	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
OG0013003	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3
