Orthogroup	adv	ath	aza	azd	azi	bced	bvi	cyq	cza	dor	eba	lcm	magx	parb	rrz	shd	sscu	tmz	Total
OG0000314	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38
OG0000315	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38
OG0000316	0	0	0	1	3	0	19	0	0	0	3	0	0	3	0	9	0	0	38
OG0000317	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	38
OG0000318	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	38
OG0000319	2	0	1	0	2	0	6	0	0	2	19	0	0	4	0	0	1	0	37
OG0000320	4	0	4	4	4	0	4	2	2	1	4	0	0	2	0	3	0	3	37
OG0000321	1	15	1	0	0	4	5	0	0	0	1	0	0	3	3	1	1	2	37
OG0000322	2	11	1	1	2	1	1	1	1	1	1	7	1	1	1	1	1	2	37
OG0000323	1	1	4	3	3	2	2	2	2	2	2	2	3	2	1	2	0	3	37
OG0000324	1	0	0	2	2	5	3	0	0	0	0	0	0	4	20	0	0	0	37
OG0000325	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37
OG0000326	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37
OG0000327	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37
OG0000328	0	1	7	2	5	1	1	2	2	4	4	1	2	0	5	0	0	0	37
OG0000329	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	37
OG0000330	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	37
OG0000331	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	37
OG0000332	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	37
OG0000333	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	37
OG0000334	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	37
OG0000335	2	16	2	1	1	1	2	1	1	0	2	0	2	1	2	1	0	1	36
OG0000336	3	0	4	1	2	7	5	0	0	0	2	0	0	2	7	0	0	3	36
OG0000337	3	8	2	2	2	4	4	0	0	0	2	1	1	2	2	1	0	2	36
OG0000338	4	0	2	2	2	4	2	3	4	0	4	0	1	3	0	3	0	2	36
OG0000339	1	19	0	0	1	1	1	0	0	2	0	5	0	1	1	0	3	1	36
OG0000340	1	2	1	2	2	2	2	1	2	2	1	10	1	3	1	1	1	1	36
OG0000341	2	7	2	1	2	2	2	1	1	2	1	3	1	3	3	1	1	1	36
OG0000342	1	0	4	3	4	2	1	2	2	1	3	1	1	1	4	2	0	4	36
OG0000343	1	17	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	36
OG0000344	2	0	2	2	2	3	3	1	1	3	2	0	2	2	3	2	4	2	36
OG0000345	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36
OG0000346	0	14	1	1	1	1	1	1	1	1	1	6	1	2	1	1	1	1	36
OG0000347	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36
OG0000348	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36
OG0000349	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36
OG0000350	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36
OG0000351	0	29	0	0	0	0	0	0	0	1	2	0	0	1	3	0	0	0	36
OG0000352	0	0	0	1	0	5	4	0	0	2	1	3	1	3	14	1	1	0	36
OG0000353	0	0	0	0	0	7	5	0	0	8	1	0	1	9	4	0	0	1	36
OG0000354	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	36
OG0000355	3	0	4	3	3	3	3	0	0	2	2	0	1	1	3	1	2	4	35
OG0000356	1	9	1	1	1	1	1	1	1	2	1	8	1	1	2	1	1	1	35
OG0000357	2	2	2	2	2	2	2	1	1	2	2	2	2	2	3	2	2	2	35
OG0000358	1	0	3	1	1	4	5	0	0	3	0	6	0	9	2	0	0	0	35
OG0000359	1	4	4	2	1	1	1	1	1	1	1	2	3	8	1	1	1	1	35
OG0000360	2	9	2	2	2	2	2	1	1	1	2	0	1	2	1	2	1	2	35
OG0000361	1	7	1	1	1	3	2	1	1	3	1	3	1	3	2	1	2	1	35
OG0000362	2	0	3	2	3	1	6	2	2	2	4	0	0	1	0	5	0	2	35
OG0000363	1	6	1	1	2	3	3	1	3	1	2	4	1	2	1	1	0	2	35
OG0000364	1	3	3	2	1	2	1	3	3	3	1	0	2	3	5	1	0	1	35
OG0000365	1	3	2	3	1	1	2	2	2	4	1	1	4	1	3	2	1	1	35
OG0000366	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35
OG0000367	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35
OG0000368	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35
OG0000369	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35
OG0000370	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35
OG0000371	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35
OG0000372	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35
OG0000373	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35
OG0000374	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35
OG0000375	0	8	2	2	2	2	2	1	1	1	2	3	2	2	0	3	0	2	35
OG0000376	0	17	0	0	0	2	1	0	0	0	0	9	0	2	3	0	1	0	35
OG0000377	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35
OG0000378	0	8	2	2	2	1	2	2	2	5	1	0	3	2	0	1	1	1	35
OG0000379	0	1	2	2	2	3	2	1	1	8	2	1	1	3	2	2	1	1	35
OG0000380	0	0	3	3	3	2	2	2	2	0	4	0	1	2	3	3	0	5	35
OG0000381	0	0	2	6	2	4	2	1	1	0	1	0	0	2	12	2	0	0	35
OG0000382	0	0	4	5	4	3	2	0	0	5	0	0	7	5	0	0	0	0	35
OG0000383	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	35
OG0000384	2	0	1	1	1	5	4	2	2	3	1	0	2	3	3	1	2	1	34
OG0000385	1	15	1	0	1	0	0	1	1	1	1	9	1	1	1	0	0	0	34
OG0000386	1	16	1	1	1	2	1	1	1	0	1	1	1	2	1	1	1	1	34
OG0000387	1	20	0	0	0	2	2	0	0	0	0	1	2	3	2	0	0	1	34
OG0000388	2	2	2	1	1	3	4	1	1	1	1	2	1	5	3	1	1	2	34
OG0000389	2	1	2	2	2	2	2	2	3	1	2	2	1	2	3	2	1	2	34
OG0000390	3	0	3	2	2	5	3	0	0	0	0	0	1	4	9	1	0	1	34
OG0000391	1	0	0	0	0	7	14	0	0	0	0	0	1	11	0	0	0	0	34
OG0000392	1	0	3	2	2	5	6	1	1	0	1	0	1	7	1	1	0	2	34
OG0000393	1	13	2	1	1	0	0	0	0	0	0	13	1	0	0	1	0	1	34
OG0000394	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34
OG0000395	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34
OG0000396	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34
OG0000397	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34
OG0000398	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34
OG0000399	0	5	5	2	3	2	1	0	0	1	1	4	1	1	3	1	2	2	34
OG0000400	0	1	2	2	2	3	3	1	2	3	2	0	3	4	1	3	0	2	34
OG0000401	0	0	3	5	3	2	3	0	0	4	1	0	3	4	2	1	0	3	34
OG0000402	0	0	0	0	0	6	14	0	0	0	4	0	0	8	0	0	0	2	34
OG0000403	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	34
OG0000404	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	34
OG0000405	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	34
OG0000406	2	7	3	1	1	2	2	1	1	0	2	1	1	3	1	1	3	1	33
OG0000407	1	12	1	1	1	1	1	1	1	1	1	6	1	1	1	1	0	1	33
OG0000408	2	3	2	2	2	2	2	2	2	1	2	1	2	2	1	2	1	2	33
OG0000409	2	5	1	2	2	3	3	1	1	1	2	0	2	2	2	1	1	2	33
OG0000410	2	0	2	0	0	2	3	0	2	8	4	0	1	2	1	0	4	2	33
OG0000411	1	2	3	2	2	4	5	0	0	1	2	4	0	3	1	1	1	1	33
OG0000412	1	2	1	2	1	7	4	0	0	3	0	0	2	3	5	1	1	0	33
OG0000413	2	0	3	3	3	3	2	1	1	2	1	4	0	3	1	1	1	2	33
OG0000414	2	4	2	2	2	2	2	1	1	2	2	1	1	2	1	2	2	2	33
OG0000415	1	0	9	3	3	2	2	0	0	1	1	0	3	2	0	3	0	3	33
OG0000416	1	13	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	33
OG0000417	2	1	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	33
OG0000418	1	1	3	3	3	3	1	1	2	0	1	3	1	6	1	1	1	1	33
OG0000419	1	0	2	0	3	2	4	1	2	4	3	0	0	6	3	0	0	2	33
OG0000420	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33
OG0000421	0	32	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	33
OG0000422	0	8	2	1	3	1	1	0	0	1	4	0	7	0	1	1	0	3	33
OG0000423	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33
OG0000424	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33
OG0000425	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33
OG0000426	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33
OG0000427	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33
OG0000428	0	27	0	0	0	2	1	0	0	0	0	1	1	1	0	0	0	0	33
OG0000429	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	33
OG0000430	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	33
OG0000431	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	33
OG0000432	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	33
OG0000433	2	0	0	3	1	0	1	0	3	0	0	0	0	16	0	0	0	6	32
OG0000434	2	0	0	1	1	9	8	0	0	0	0	0	0	5	2	1	3	0	32
OG0000435	2	0	1	1	1	5	3	1	1	1	1	0	1	3	6	1	3	1	32
OG0000436	1	9	1	1	1	1	2	1	1	3	1	2	1	1	1	1	3	1	32
OG0000437	1	1	2	2	1	3	4	1	1	0	3	1	1	4	2	2	2	1	32
OG0000438	1	6	1	1	1	2	3	2	2	2	1	0	2	2	2	1	2	1	32
OG0000439	1	3	3	2	3	2	2	1	1	1	2	0	3	2	1	1	2	2	32
OG0000440	1	10	1	1	3	1	1	0	2	2	1	1	2	1	1	0	2	2	32
OG0000441	1	15	1	1	1	1	1	1	1	0	1	0	2	1	2	1	1	1	32
OG0000442	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32
OG0000443	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32
OG0000444	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32
OG0000445	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32
OG0000446	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32
OG0000447	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32
OG0000448	0	23	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	32
OG0000449	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32
OG0000450	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32
OG0000451	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32
OG0000452	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32
OG0000453	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32
OG0000454	0	2	3	1	1	10	8	0	0	1	0	0	1	4	1	0	0	0	32
OG0000455	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32
OG0000456	0	2	3	2	2	3	2	1	1	1	1	0	5	2	2	2	1	2	32
OG0000457	0	31	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	32
OG0000458	0	1	2	2	2	3	2	2	2	2	2	1	2	2	2	2	1	2	32
OG0000459	0	0	1	2	4	0	1	3	2	2	3	0	2	2	2	2	0	6	32
OG0000460	0	0	11	6	5	2	0	1	1	0	4	0	1	0	0	0	0	1	32
OG0000461	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	32
OG0000462	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	32
OG0000463	4	0	2	2	1	8	6	0	0	0	1	0	0	6	0	0	0	1	31
OG0000464	2	9	0	0	0	0	0	3	3	1	0	7	1	1	0	1	1	2	31
OG0000465	1	11	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	31
OG0000466	1	8	2	2	2	1	1	1	1	1	2	2	1	1	1	1	1	2	31
OG0000467	1	4	3	3	3	2	2	1	1	1	1	1	1	2	2	1	1	1	31
OG0000468	1	5	2	2	2	2	3	0	0	0	1	4	1	3	2	2	0	1	31
OG0000469	1	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	31
OG0000470	1	0	3	3	3	2	3	0	0	2	2	0	3	3	2	1	1	2	31
OG0000471	1	3	1	1	1	3	1	1	1	4	1	6	0	1	2	1	2	1	31
OG0000472	1	6	2	1	1	2	2	2	1	3	1	2	1	2	1	1	0	2	31
OG0000473	1	4	1	1	1	2	2	2	2	3	1	2	2	2	2	1	1	1	31
OG0000474	1	3	1	1	1	1	1	1	1	1	1	12	1	1	1	1	1	1	31
OG0000475	1	6	2	1	1	4	2	1	1	1	1	0	1	4	2	1	1	1	31
OG0000476	1	15	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	31
OG0000477	0	29	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	31
OG0000478	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31
OG0000479	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31
OG0000480	0	12	1	1	1	2	2	1	1	1	1	4	1	1	0	1	0	1	31
OG0000481	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31
OG0000482	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31
OG0000483	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31
OG0000484	0	4	0	0	0	1	0	0	0	0	0	25	0	0	0	1	0	0	31
OG0000485	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31
OG0000486	0	29	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	31
OG0000487	0	26	0	0	0	0	0	0	0	3	0	1	0	1	0	0	0	0	31
OG0000488	0	6	1	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	31
OG0000489	0	1	2	2	2	5	4	0	0	0	1	0	1	5	6	1	0	1	31
OG0000490	0	2	1	0	0	3	3	0	3	1	0	0	6	4	1	2	5	0	31
OG0000491	0	3	2	1	1	3	2	1	1	3	2	2	0	4	4	1	0	1	31
OG0000492	0	1	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	31
OG0000493	0	0	1	0	2	0	5	0	0	0	22	0	0	1	0	0	0	0	31
OG0000494	0	0	2	2	2	2	2	0	0	6	2	0	0	2	6	2	1	2	31
OG0000495	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	31
OG0000496	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	31
OG0000497	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	31
OG0000498	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	31
OG0000499	2	3	2	2	2	2	2	1	1	0	2	3	2	2	0	2	0	2	30
OG0000500	1	1	2	2	2	2	2	2	2	3	2	0	2	2	1	2	0	2	30
OG0000501	1	27	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	30
OG0000502	2	0	2	2	2	2	2	2	2	2	2	0	2	2	1	2	1	2	30
OG0000503	1	12	1	2	1	1	1	1	1	1	1	2	1	2	0	1	0	1	30
OG0000504	1	9	1	1	1	2	1	1	1	1	1	3	1	1	2	1	1	1	30
OG0000505	2	13	0	0	0	3	1	0	0	1	0	6	0	1	2	0	1	0	30
OG0000506	1	11	2	2	2	2	2	0	0	0	2	3	0	1	0	1	0	1	30
OG0000507	1	7	1	1	1	1	1	1	1	0	1	5	2	1	2	2	1	1	30
OG0000508	1	0	2	2	1	2	3	1	1	5	1	0	2	4	2	1	1	1	30
OG0000509	1	6	1	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	30
OG0000510	1	27	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	30
OG0000511	1	0	3	3	3	1	0	2	2	4	3	0	0	0	0	4	1	3	30
OG0000512	1	0	0	3	3	0	1	10	9	0	0	0	0	2	1	0	0	0	30
OG0000513	1	0	3	0	3	2	5	0	1	3	2	0	0	7	1	0	0	2	30
OG0000514	1	0	1	1	1	3	1	1	1	1	1	0	0	1	6	1	9	1	30
OG0000515	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
OG0000516	0	21	0	0	0	0	0	0	0	0	0	7	0	1	0	0	1	0	30
OG0000517	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
OG0000518	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
OG0000519	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
OG0000520	0	27	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	30
OG0000521	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
OG0000522	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
OG0000523	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
OG0000524	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
OG0000525	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
OG0000526	0	0	1	2	4	1	1	0	0	6	2	0	3	6	3	0	0	1	30
OG0000527	0	0	8	2	2	4	2	0	0	1	1	0	5	3	0	1	0	1	30
OG0000528	0	0	1	11	4	0	0	0	0	0	9	0	0	2	0	1	0	2	30
OG0000529	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	30
OG0000530	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	30
OG0000531	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	30
OG0000532	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	30
OG0000533	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	30
OG0000534	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	30
OG0000535	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	30
OG0000536	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	30
OG0000537	2	6	1	2	1	1	1	2	1	1	1	3	1	1	2	1	1	1	29
OG0000538	2	2	1	1	2	2	1	1	1	3	3	0	1	3	3	1	1	1	29
OG0000539	1	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	29
OG0000540	1	1	4	1	2	3	3	1	1	1	1	0	1	2	4	1	1	1	29
OG0000541	2	21	0	0	0	1	1	0	0	0	0	0	1	1	1	0	1	0	29
OG0000542	1	10	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	29
OG0000543	1	3	2	1	1	1	1	1	1	0	1	10	1	1	1	1	1	1	29
OG0000544	1	12	1	1	1	1	1	1	1	1	1	1	1	1	2	1	0	1	29
OG0000545	2	3	1	1	1	2	2	2	2	1	1	0	1	4	3	1	1	1	29
OG0000546	1	5	3	3	2	2	2	1	1	1	1	0	1	2	1	1	1	1	29
OG0000547	1	0	1	1	1	1	1	1	1	15	1	0	1	1	0	1	1	1	29
OG0000548	1	5	1	1	1	3	1	1	1	0	1	3	2	4	2	1	0	1	29
OG0000549	1	3	3	2	2	1	2	1	1	2	2	1	1	2	1	1	1	2	29
OG0000550	3	0	0	0	0	4	1	0	0	10	1	2	1	1	3	2	1	0	29
OG0000551	2	0	2	2	2	2	2	2	2	1	2	1	2	2	1	2	0	2	29
OG0000552	1	0	0	2	8	0	12	0	0	0	0	0	0	4	0	1	0	1	29
OG0000553	1	9	0	0	0	1	1	1	1	1	0	12	1	1	0	0	0	0	29
OG0000554	1	20	0	0	1	0	1	0	0	1	0	3	0	0	1	0	1	0	29
OG0000555	1	2	2	2	2	2	2	1	1	0	1	7	0	2	2	1	0	1	29
OG0000556	2	0	2	2	2	2	2	0	0	1	2	7	1	2	0	1	1	2	29
OG0000557	1	0	1	1	2	0	0	0	0	1	0	0	14	0	0	5	0	4	29
OG0000558	1	7	1	1	1	1	1	1	1	1	1	6	1	1	1	1	1	1	29
OG0000559	2	0	1	2	2	12	3	1	1	0	1	0	0	2	0	1	0	1	29
OG0000560	1	7	1	1	1	2	2	0	0	1	2	0	3	2	1	2	1	2	29
OG0000561	2	0	2	1	1	9	5	0	0	1	0	0	0	7	1	0	0	0	29
OG0000562	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29
OG0000563	0	27	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	29
OG0000564	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29
OG0000565	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29
OG0000566	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29
OG0000567	0	8	0	0	0	0	0	0	0	2	0	15	1	0	1	1	1	0	29
OG0000568	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29
OG0000569	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29
OG0000570	0	1	0	3	2	0	0	0	0	0	3	0	0	1	18	0	0	1	29
OG0000571	0	5	2	3	1	2	2	0	2	2	2	2	1	2	1	1	0	1	29
OG0000572	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29
OG0000573	0	2	1	1	1	2	2	1	1	0	1	6	2	2	0	5	1	1	29
OG0000574	0	0	2	1	2	1	1	1	2	4	4	0	2	2	1	2	0	4	29
OG0000575	0	0	12	4	4	1	0	1	1	0	4	0	1	0	0	0	0	1	29
OG0000576	0	0	3	4	3	2	3	0	0	3	1	0	2	3	1	1	0	3	29
OG0000577	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	29
OG0000578	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	29
OG0000579	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	29
OG0000580	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	29
OG0000581	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	29
OG0000582	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	29
OG0000583	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	29
OG0000584	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	29
OG0000585	2	0	2	1	1	1	1	1	1	1	2	0	5	2	1	3	1	3	28
OG0000586	1	4	2	2	2	1	1	1	1	0	2	5	1	2	1	1	0	1	28
OG0000587	1	2	2	1	1	1	4	1	2	1	1	1	2	2	1	2	2	1	28
OG0000588	2	2	1	1	2	1	1	1	1	1	2	1	1	1	2	1	3	4	28
OG0000589	1	2	2	2	3	2	3	1	1	0	3	2	1	3	0	1	0	1	28
OG0000590	1	6	2	2	3	1	1	1	1	0	1	0	2	1	3	1	0	2	28
OG0000591	1	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	28
OG0000592	1	9	2	2	2	2	2	1	1	1	2	0	0	1	0	1	0	1	28
OG0000593	1	2	1	1	1	1	1	2	2	2	1	5	2	1	1	1	2	1	28
OG0000594	2	0	5	4	4	1	2	1	1	1	0	0	2	2	0	1	0	2	28
OG0000595	2	0	2	2	4	1	2	1	1	3	2	0	1	3	0	0	1	3	28
OG0000596	1	3	3	2	2	1	1	1	1	1	2	1	1	1	2	1	2	2	28
OG0000597	2	7	2	2	2	2	2	0	0	2	1	1	1	1	1	0	1	1	28
OG0000598	1	9	0	0	0	1	1	0	0	1	0	12	2	1	0	0	0	0	28
OG0000599	1	10	1	1	1	1	1	0	0	2	1	5	0	1	1	1	0	1	28
OG0000600	1	14	0	1	1	1	1	0	0	1	0	4	1	1	1	0	1	0	28
OG0000601	2	2	2	2	2	2	2	2	2	0	2	1	1	2	0	2	0	2	28
OG0000602	1	0	1	1	1	3	3	2	2	1	1	0	2	5	2	1	1	1	28
OG0000603	1	7	1	1	1	1	1	1	1	1	1	1	1	3	2	1	2	1	28
OG0000604	2	5	1	1	1	2	2	1	1	1	2	3	1	2	1	0	1	1	28
OG0000605	1	7	1	1	1	1	1	1	1	0	1	8	1	1	0	1	0	1	28
OG0000606	1	3	1	1	1	1	2	1	1	1	1	6	1	2	2	1	1	1	28
OG0000607	1	8	1	1	1	1	1	1	1	0	1	6	1	1	0	1	1	1	28
OG0000608	1	8	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	28
OG0000609	1	5	3	3	2	2	2	1	1	0	1	0	1	2	1	1	1	1	28
OG0000610	1	1	3	3	3	2	2	1	1	1	2	0	1	2	1	1	1	2	28
OG0000611	0	10	2	0	1	2	2	0	0	0	0	6	0	2	2	0	1	0	28
OG0000612	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
OG0000613	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
OG0000614	0	7	1	1	1	1	1	2	1	1	3	3	0	2	1	0	0	3	28
OG0000615	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
OG0000616	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
OG0000617	0	13	0	0	0	0	0	0	0	0	0	4	2	1	1	0	7	0	28
OG0000618	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
OG0000619	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
OG0000620	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
OG0000621	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
OG0000622	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
OG0000623	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
OG0000624	0	26	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	28
OG0000625	0	18	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	28
OG0000626	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
OG0000627	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
OG0000628	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
OG0000629	0	0	2	3	3	2	2	0	0	0	3	0	5	4	0	1	0	3	28
